TID,Tweet,Subjects,Action/Phrases,Category
1525372575844548609,OTD we honor Ukrainians who risked their lives during World War II to save Jews from extermination by the Nazis. Today we once again witness very similar atrocities. Russians kill and torture Ukrainians. The best response to this is solidarity of the world.,['Russians'],['kill and torture Ukrainians'],DE
1524810185922969601,"A Russian ship carrying stolen Ukrainian grain docked off the coast of Syria on May 11th, according to international media reports. We strongly oppose Russiaʼs activities in disposing of food unlawfully seized from the Ukrainian farmers. 🔗",['Russia'],"['carrying stolen Ukrainian grain', 'disposing of food unlawfully seized from the Ukrainian farmers']",DE
1517084964646531072,"Beautiful and cosy #Mariupol. A city to live, to travel, to love. This was Mariupol before the #Russian army came there and destroyed everything. 📷 Photographed by Vic Dedoff, killed by Russians.",['Russian army'],['destroyed everything'],DE
1511242436491812867,"165 children have been killed, 266 have been injured by the actions of #Russian armed forces. Russian soldier = war criminal",['Russian'],"['165 children have been killed, 266 have been injured by the actions of #Russian armed forces', 'war criminal']",DE
1508237872272494595,"While #Mariupol besieged and bombed, people fight to survive. The humanitarian situation in the city is catastrophic. #Russian Armed Forces is turning the city into dust. Save Mariupol! #closeUAskyNOW #StandWithUkraine #StopRussianAgression",['Russian Armed Forces'],['turning the city into dust'],DE
1505839426597007362,🇺🇦 MFA strongly condemns the shelling on 21st of March of the territory of JSC “Sumykhimprom” by Russian armed forces. We call upon the world community to be vigilant in order to properly counter the next aggressive plans of the Russian war criminals. 🔗,['Russian'],['war criminals'],DE
1504108880070160395,"On March 16, 2014, the RF, having seized the power by armed force in Crimea and the city of Sevastopol, held the so-called ""referendum on the status of #Crimea."" This was the first stage of Moscow's plan aimed at destroying Ukrainian statehood.","['RF', 'Moscow']","['having seized the power by armed force in Crimea and the city of Sevastopol', 'plan aimed at destroying Ukrainian statehood']",DE
1503485097777016834,"Russian invaders continue hitting civilian targets in #Ukraine deliberately destroying 🇺🇦 agricultural machinery. #FoodSecurity of Europe, the Middle East, SEA & Africa is under threat. Defending #Ukraine also protects the world from hunger and famine! #StopRussianAggression",['Russian invaders'],['hitting civilian targets in #Ukraine deliberately destroying '],DE
1502561078991011843,"Stop the spread of Russian propaganda! While 🇷🇺 blocks it's own independent media sources, the democratic world should restrict #Russia’s propagandist media which continues to broadcast fake information & the ‘Russian version’ of the Russian war on #Ukraine #SanctionRussiaNow",['Russian'],"['propaganda', ""blocks it's own independent media sources"", 'broadcast fake information']",DE
1502251070709456900,Russiaʼs Army actions are a barbaric crime not seen since WWII and we will ensure that each war criminal faces justice. #closeUAskyNOW,['Russia'],['barbaric crime not seen since WWII'],DE
1496766746862178305,"#RussiaInvadedUkraine Russia has started the new wave of aggression against Ukraine. Wherever you are and whatever you do, you can help Ukraine now. You can help Ukraine against Russian aggression. 🔗",['Russia'],['aggression against Ukraine'],DE
1628044033321848833,"""We are not at war with the people of Ukraine,"" putin said today. Also today, russian terrorists, who are mistakenly called an “army,” shelled a public transport stop in Kherson. 5 people are dead, 21 wounded. Indeed, killing civilians is not war, it’s terror. 📷@operativno_ZSU",['russian'],['terrorists'],DE
1622190253350993920,"One of the universities in Kharkiv after the recent russian attack. Today it’s Ukraine. But in their sick imagination, tomorrow it could be the Sorbonne, Oxford, Yale... They want to destroy the whole world.",['russian'],['want to destroy the whole world'],DE
1622146089263501312,"Ukrainian U20 decathlon champion Volodymyr Androschuk died in a battle near Bakhmut on Jan 25. A promising athlete and a true hero, he could have been able to participate in the Olympic Games in Paris, if russia hadn’t invaded Ukraine Why do russians still have this privilege?",['russia'],['hadn'],DE
1620114873068969984,"russia continues its special terrorist operation against residential buildings, schools, hospitals, playgrounds. #russiaisaterroriststate",['russia'],"['continues its special terrorist operation against residential buildings, schools, hospitals, playgrounds']",DE
1619829841771257856,"Another missile attack on a peaceful Ukrainian city by russian terrorists. Once again, an apartment building in Kharkiv was hit by a missile, and an entire floor was completely destroyed. Rescue operations are underway.",['russian'],['terrorists'],DE
1614378447496794112,A house in #Dnipro was destroyed by a Kh-22 cruise missile. This is how Soviet generals dreamed of sinking American aircraft carriers in the name of the ideals of communism. The USSR is long gone. We will also bury russian terrorists. #russiaisaterroriststate,"['Soviet', 'russian']","['destroyed by a Kh-22 cruise missile', 'terrorists']",DE
1614267421837205504,January 14. A russian missile hit this apartment building in Dnipro. The new commander of the «special military operation» general-terrorist gerasimov is probably gearing up to decorate himself with another award. #russiaisateroriststate,['gerasimov'],"['russian missile hit this apartment building in Dnipro', 'special military operation']",DE
1612408432312684547,"On the morning of January 9, russian invaders launched a missile attack on the market in Shevchenkove, Kharkiv region. As a result, two people were killed and 5 people were injured. Among them is a child. Again, no military targets. Pure terrorism.",['russian invaders'],"['launched a missile attack on the market in Shevchenkove, Kharkiv region', 'Pure terrorism']",DE
1609270414198325253,Campus of Taras Shevchenko National University of Kyiv was hit by russian missile today. What was the purpose of this? russians are failing on the battlefield. There was no chance they could scare our students. It’s an agony of the crumbling empire.,['russians'],"['failing on the battlefield', 'crumbling empire']",DE
1608430882368491528,"Such a New Year's «gift» from terrorussia arrived this morning at a house in the Ivano-Frankivsk region, in the west of Ukraine. #russiaisaterroriststate",['russia'],"['terrorussia', '#russiaisaterroriststate']",DE
1602059399148830727,«Mariupolis-2» by Mantas Kvedaravičius about life in besieged Mariupol received an award for best documentary film from the European Film Academy. The director of the film was detained and then brutally murdered by russian occupiers.,['russian'],['brutally murdered by russian occupiers'],DE
1599355401601884160,Kharkiv. A dump of russian projectiles and missiles that have been destroying this city for past 9 month. We could not even imagine such a thing. We will do everything to prevent this tumor from devouring the whole world. 📸 @Liberov,['russian'],"['have been destroying this city for past 9 month', 'tumor from devouring the whole world']",DE
1596638524543041543,"Serhiyko The youngest victim of russian terrorism. The baby lived for only two days. For each of our children, for each of our babies, our soldiers will fight their hardest on the battlefield. But no matter how strong our rage is, we will never become like you, russians.",['russians'],['terrorism'],DE
1596585580770590725,"An entire residential neighborhood was destroyed today by russian missiles in city of Dnipro. They went unpunished in Syria, so they repeat the same crimes in Ukraine - on an exponentially greater scale.",['russian'],"['An entire residential neighborhood was destroyed today by russian missiles in city of Dnipro', 'They went unpunished in Syria, so they repeat the same crimes in Ukraine']",DE
1595907921531273216,Kyiv after the most recent russian terrorist attacks. A family came to a gas station to charge an inhaler needed by their child. #russiaisaterroriststate,['russian'],"['terrorist attacks', 'russiaisaterroriststate']",DE
1595382906389639168,"The boy, who was born in the front-line town of Vilniansk, Zaporizhia region, lived for only two days. He was killed by a russian missile. His mother’s life is saved. #russiaisaterroriststate",['russian'],['killed by a russian missile'],DE
1594437303434633216,"The Kherson regional history museum was completely looted by russian occupiers. For centuries, the collections of the world-famous museums of St. Petersburg and Moscow were replenished solely at the cost of the looting of invaded and occupied countries and peoples.","['russian occupiers', 'St. Petersburg and Moscow']","['completely looted by russian occupiers', 'collections of the world-famous museums of St. Petersburg and Moscow were replenished solely at the cost of the looting of invaded and occupied countries and peoples']",DE
1593529454545932288,"House of culture in the Zaporizhzhia region. Another russian missile strike. Today, the ""great russian culture"" generates only death and destruction. 📷 by the Head of Zaporizhia Regional Military Administration.",['russian'],['generates only death and destruction'],DE
1589361330230022144,"St. George hermitage of the Sviatohirska Dormition Lavra in the village of Dolyna before and after five months of shelling by the russians. Those who,according to their leaders,are fighting Satan in 🇺🇦, have already killed thousands of christians and destroyed dozens of churches.",['russians'],['killed thousands of christians and destroyed dozens of churches'],DE
1588498552879452160,"The terrorists are waging war on kindergartens, schools and playgrounds. Stopping them is a moral obligation of the civilised world. #russiaisaterroriststate 📷Arsen Petrov","['terrorists', 'russia']","['waging war on kindergartens, schools and playgrounds']",DE
1583699548853395456,"In the first discovered mass graves in Lyman, a town in the Donetsk region, there were 111 bodies of civilians and 35 🇺🇦 soldiers.All of them are victims of russian occupiers. Ukraine will liberate all of its territory and punish the murderers of tens of thousands of Ukrainians.",['russian'],"['occupiers', 'murderers of tens of thousands of Ukrainians']",DE
1581218319238983681,"Another Ukrainian strategic object, a playground in the center of Kyiv, was destroyed by a russian missile. It is indeed a strategic object, because children are our future. russians won’t understand this. They have no future.",['russians'],"['children are our future', 'They have no future']",DE
1575818995353124864,"Civilian casualties in past 24 hours: Zaporizhzhia – 25 dead, 74 injured. Dnipro – 1 dead, 5 injured. Mykolaiv – 3 dead, 20 injured. Kharkiv - 7 wounded. Kherson – 1 dead, 1 injured. The ""second army of the world"" is only brave enough to fight unarmed civilians.",['second army of the world'],['only brave enough to fight unarmed civilians'],DE
1574373228000288768,".@ZelenskyyUa Kharkiv. Saltivka. A large and peaceful residential area. It was like that until russia came…Each missile brings russia closer to greater international isolation, greater economic degradation, and even clearer historical condemnation.",['russia'],"['brings russia closer to greater international isolation', 'greater economic degradation', 'even clearer historical condemnation']",DE
1573784337564291073,Senior Soldier of the 93rd Mechanized Brigade Serhiy Sova was posthumously awarded the title Hero of Ukraine by @ZelenskyyUa The photo of his mutilated hand with a 🇺🇦 bracelet found at the mass burial site in Izyum became a tragic symbol of russian atrocities in Kharkiv region.,['russian'],['atrocities'],DE
1570891498249670656,"In the past week, the #UAarmy received thousands of tons of ammunition as a gift from the Armed Forces of 🇷🇺 Please note that we do not accept gifts from murderers, torturers, looters, or rapists. In the coming days, we will return everything, right down to the last shell.",[''],"['murderers', 'torturers', 'looters', 'rapists']",DE
1569681417105285126,"Ukrainian soldiers are fighting for their land, for their families, for the right to be free. But why are russian soldiers dying for their criminal government in a foreign land, instead of raising their children? Why?",['russian'],"['dying for their criminal government in a foreign land, instead of raising their children']",DE
1569656261641117696,"Iranian attack UAV Shahed-136, eliminated by the #UAarmy near Kupiansk, Kharkiv region. 🇷🇺 and 🇮🇷: A perfect union of two despots. 📷 @kms_d4k","['Iranian', '🇷🇺', '🇮🇷']",['A perfect union of two despots'],DE
1565362045100359680,First day of school. This is where kids in a Kyiv school will have to study during air raids. This must not become the new normal. The russian terrorist state must be stopped. All children are entitled to a peaceful childhood. Their future depends on us. 📷Adaa Zagorodnya,['russian'],['terrorist state'],DE
1561295294029041664,"In February, 🇷🇺prepared a parade in advance & purchased 45,000 body bags for the 1st wave of ethnic cleansing in occupied Ukraine. In August, russians realised that they would need those bags for themselves. Don’t buy a body bag for your neighbour, because you will go home in it.",['red'],[],DE
1561078338751438848,"Today Ukrainians had to rush to shelters during 3 air alerts. Thousands of missiles have been targeting our cities and villages. World, save us from this deadly metal that kills our children and women! Stop supplying Mordor with the technology they use to murder.",['Mordor'],"['Thousands of missiles have been targeting our cities and villages', 'the technology they use to murder']",DE
1556325547667488770,"Eternal memory and glory to Ukrainian prisoners of war, tortured and killed by russian occupiers in Olenivka. The punishment of the russian murderers and terrorists is inevitable. #russiaisaterroriststate Art by liberti_artist",['russian'],"['murderers', 'terrorists']",DE
1555165434999197696,"russia continues to deliberately kill civilians. Today 🇷🇺 shelled town of Toretsk. According to the Head of the Donetsk Regional Military Administration, 7 civilians+1 policeman were killed, 4 civilians injured, including 3 children. Stop russia now! #russiaisaterroriststate",['russia'],"['continues to deliberately kill civilians', 'russiaisaterroriststate']",DE
1550752299663998980,Another university in #Kharkiv that suffered from the russian missiles. It’s named after architect Oleksiy Beketov. His students rebuilt Kharkiv after WWII. Now the bronze statue of Beketov is a silent witness to the ruining of the architect’s native city by the russian invaders.,['russian'],"['suffered from the russian missiles', 'the ruining of the architect']",DE
1550188749811863554,"#HIMARS, defenders of our land, Chimeras of vengeance. They. Will not. Stop. … until they completely eradicate the enemy, who enjoys killing our women and children. Art: Oleg Shupliak",['HIMARS'],"['Chimeras of vengeance', 'enjoys killing our women and children']",DE
1547534106497523713,One of the 17 victims of russia’s act of terrorism in #Vinnytsia today. A child. russia should be recognized as a state sponsor of terrorism. Ukraine needs more weapons to protect itself. #stoprussia #ArmUkraineNow Photo by @SESU_UA,['russia'],"['act of terrorism', 'russia should be recognized as a state sponsor of terrorism']",DE
1546846118268600321,".@ZelenskyyUa ""terror has long crossed the line beyond which it became obvious to many in the civilized world that it is a matter of global security to punish russia, a terrorist state,for everything it has done against Ukraine and the international legal order."" 📸Sasha Maslov",['russia'],"['terror has long crossed the line beyond which it became obvious to many in the civilized world that it is a matter of global security to punish russia, a terrorist state,for everything it has done against Ukraine and the international legal order']",DE
1545758839609458688,This is what the fiery advance of russian war criminals through our lands looks like from space. And only the bravery of our warriors and an international coalition of free nations can stop these fiery hordes which destroy everything in their path.,['russian war criminals'],"['fiery advance', 'destroy everything in their path']",DE
1542764054867066881,"rus terrorists attacked Odesa region last night. According to Operational Command South and Odesa RMA, at least 18 people died. These are the same X-22 missiles that were fired at the mall in #Kremenchuk. It’s time to officially recognise russia as a state sponsor of terrorism.",['russia'],"['terrorists', 'state sponsor of terrorism']",DE
1542072086629437442,"The six-year-old girl killed by russian missile strike in the city of #Ochakiv, Southern Ukraine. russia wants to kill. We want to live. There is no compromise.",['russia'],['wants to kill'],DE
1537918005044252673,".@BorisJohnson at the exhibition of destroyed 🇷🇺 weapons. This scrap metal is not only evidence of the courage of #UAarmy, also proof of 🇷🇺‘s war crimes. This is to be shown in the Hague and Nuremberg. The world should see this. Peace must be restored. Murderers must be punished.",['a'],"['war crimes', 'Murderers must be punished']",DE
1537752485162586115,"Residents of the occupied Mariupol wash clothes in funnels created by russian bombs and shells. The russian barbarians are pulling our citizens back to the Middle Ages, closer to 🇷🇺 natural primitive standards of living. #stoprussia Photo by Mariupol City Council",['russian'],"['barbarians', ' natural primitive standards of living']",DE
1536376536676175872,"#BuchaMassacre Another 7 bodies of Ukrainians tortured by russian occupiers in March were found near Bucha. Even two months after the de-occupation, new victims are being discovered. Arm Ukraine. Let's stop the russian killers. Photo by Andrii Nebytov",['russian'],"['tortured by russian occupiers', 'russian killers']",DE
1522637564909342721,"There are several ways to obtain military equipment. Somewhere near Kharkiv, russian tanks T-80 are defending 🇺🇦 from occupiers as part of the 93rd Brigade of #UaArmy. Thanks to the incompetent generals and corrupt officers of russian ministry of attacks for these vehicles.",['russian ministry of attacks'],"['incompetent generals', 'corrupt officers']",DE
1516102338846629896,"russian genocidal units.The 64th MRB, one among many such units which committed the #BuchaMassacre, was awarded by 🇷🇺 president honorary title of “Guards”. Civilian murders, looting and inglorious retreat-these are the ""heroic"" deeds of these war criminals in Ukraine.",['64th MRB'],"['russian genocidal units', 'war criminals']",DE
1512408551217639432,russian federation is a country of monsters and criminals. It is waging war not only against 🇺🇦 but against the entire civilised world. ❗Evil must be stopped and punished – IMMEDIATELY We will not forgive a single lost Ukrainian life! We will have our revenge! Kramatorsk 💔,['russian federation'],"['country of monsters and criminals', 'but against the entire civilised world']",DE
1512353521076744192,"russians carried out two missile stikes on railway station in Kramatorsk, where evacuation of civillians was taking place. But russian war criminals not only deliberately targeted thousands of people; they've used cluster munitions. More than 30 killed More that 100 injured",['russian'],"['war criminals', 'deliberately targeted thousands of people']",DE
1511268715962249218,"Bullets in the head. A monument to the 🇺🇦 poet Taras Shevchenko shot by 🇷🇺 occupiers in Borodyanka, Kyiv region. Genocide is not just thousands of victims. 🇺🇦 education is banned in occupied territories, 🇺🇦 books are burned. People can easily be killed for just one 🇺🇦 word.",[' occupiers'],"['Genocide is not just thousands of victims', ' education is banned in occupied territories', ' books are burned', 'People can easily be killed for just one ']",DE
1510333131320090633,Dead civilians are seen near a highway 20 km outside of Kyiv. Under the blanket are 4-5 dead naked women whom the 🇷🇺 barbarians tried to burn right there on the side of the road. Photo by @mpalinchak #russiawarcrimes,['ussia'],['barbarians'],DE
1509894584469499923,"153 killed Ukrainian children will never be able to taste chocolate again. We call on @ritter_sport to leave russia and stop sponsoring ammo, shells and rockets for killers of our children! #stoprussia #RitterSportBoykott",['ritter_sport'],"['sponsoring ammo, shells and rockets for killers of our children']",DE
1508133883992227841,"Another day, another russian war crime. Yesterday it was Krasnohorivka near Donetsk. Today the russians used banned cluster munitions against civilians near Kryvyi Rih. An investigation is underway. Those responsible will face the tribunal. #RussianWarCrimesinUA #stoprussia",['russians'],"['war crime', 'used banned cluster munitions against civilians']",DE
1507414387354931200,"russian occupiers began shelling the city of Slavutych, where the personnel of the Chornobyl NPP and their families live. Nuclear terrorists have been raising the stakes in their blackmail. As in 1986, not only Kyiv is under threat, but the whole of Europe. #stoprussia #IAEA","['russian', 'uclear terrorists']","['occupiers', 'shelling the city of Slavutych', 'Nuclear terrorists have been raising the stakes in their blackmail']",DE
1507389730417168391,"According to Mariupol city council, a total of 300 civilians were killed as a result of barbaric russian bombardment of the Drama Theater on March 16. Their blood is not only on the hands of the terrorist state, but also on those who continue to finance and arm it. #SaveMariupol",['russian'],"['barbaric', 'terrorist state']",DE
1605208834431131651,"3️⃣0️⃣0️⃣ days ago, #Russia launched its full-scale war on #Ukraine. The terrorist state has caused irreparable losses and destruction, shown by terrible numbers. Nevertheless, we know that #LightWillPrevail. Ukraine is 300 days closer to victory!🇺🇦 #SlavaUkraini",['Russia'],['terrorist state has caused irreparable losses and destruction'],DE
1576203683582574594,We condemn illegal detention of the Director General of the #Zaporizhzhia Nuclear Power Plant Ihor Murashov by the #Russian occupants. This crime is act of the state terrorism by Russia. It must immediately release the Director General of the #ZNPP. 🔗,['Russia'],['state terrorism'],DE
1564964866921725952,"#Russia is purposefully destroying the #Ukrainian agricultural sector, food and logistics. 📈Here is the chronology of actions that threaten humanity with famine due to the #Russian invasion of #Ukraine. More info:",['Russia'],"['purposefully destroying the #Ukrainian agricultural sector, food and logistics', 'threaten humanity with famine']",DE
1548326559458635776,"3️⃣5️⃣3️⃣ children have been killed, 6️⃣6️⃣2️⃣ have been injured by the actions of #Russian armed forces. Hundreds of thousands of #Ukrainian children have been deported to #Russia. Russian soldier = war criminal.",['Russian'],"['3️⃣5️⃣3️⃣ children have been killed, 6️⃣6️⃣2️⃣ have been injured by the actions of #Russian armed forces', 'Hundreds of thousands of #Ukrainian children have been deported to #Russia']",DE
1532673646690553857,"100 days ago, Russia launched a full-scale invasion of Ukraine. It is an unprovoked war of the Permanent Member of the @UN Security Council against one of the UN founders. It has become a continuation of Russia’s aggressive actions unleashed 8 years ago. 🔗",['Russia'],"['unprovoked war of the Permanent Member of the @UN Security Council against one of the UN founders', 'aggressive actions unleashed 8 years ago']",DE
1524811463696719873,"A Russian ship carrying stolen Ukrainian grain docked off the coast of Syria on May 11th, according to international media reports. We strongly oppose Russiaʼs activities in disposing of food unlawfully seized from the Ukrainian farmers. 🔗",['Russia'],"['carrying stolen Ukrainian grain', 'disposing of food unlawfully seized from the Ukrainian farmers']",DE
1513466233022304259,5889 crimes of aggression and war crimes by Russia have been already registered by the Office of the Prosecutor General of Ukraine. Russian soldier = war criminal #StopRussianAggression #StopRussianWar,"['Russia', 'Russian soldier']",['crimes of aggression and war crimes'],DE
1513126688971964421,More than 6800 civilian buildings have been destroyed as a result of Russian army’s actions. #Russian soldier = war criminal,['Russian'],"['6800 civilian buildings have been destroyed', 'war criminal']",DE
1511298778913021958,"165 children have been killed, 266 have been injured by the actions of #Russian armed forces. Russian soldier = war criminal",['Russian'],"['165 children have been killed, 266 have been injured by the actions of #Russian armed forces', 'war criminal']",DE
1511014240408252418,"Today, we commemorate #MineAwarenessDay. In 2022, this day for🇺🇦we hold under relentless bomb attacks, artillery shelling against the background of other horrific crimes of the russian federation. 1/10",['russian federation'],"['relentless bomb attacks, artillery shelling against the background of other horrific crimes']",DE
1508239082543005701,"While #Mariupol besieged and bombed, people fight to survive. The humanitarian situation in the city is catastrophic. #Russian Armed Forces is turning the city into dust. Save Mariupol! #closeUAskyNOW #StandWithUkraine #StopRussianAgression",['Russian Armed Forces'],['turning the city into dust'],DE
1505840681729859589,🇺🇦 MFA strongly condemns the shelling on 21st of March of the territory of JSC “Sumykhimprom” by Russian armed forces. We call upon the world community to be vigilant in order to properly counter the next aggressive plans of the Russian war criminals. 🔗,['Russian'],['war criminals'],DE
1504109444342427655,"On March 16, 2014, the RF, having seized the power by armed force in Crimea and the city of Sevastopol, held the so-called ""referendum on the status of #Crimea."" This was the first stage of Moscow's plan aimed at destroying Ukrainian statehood.","['RF', 'Moscow']","['having seized the power by armed force in Crimea and the city of Sevastopol', 'aimed at destroying Ukrainian statehood']",DE
1496770368916406275,"#RussiaInvadedUkraine Russia has started the new wave of aggression against Ukraine. Wherever you are and whatever you do, you can help Ukraine now. You can help Ukraine against Russian aggression. 🔗",['Russia'],['has started the new wave of aggression against Ukraine'],DE
1605239849316933633,"3️⃣0️⃣0️⃣ days ago, #Russia launched its full-scale war on #Ukraine. The terrorist state has caused irreparable losses and destruction, shown by terrible numbers. Nevertheless, we know that #LightWillPrevail. Ukraine is 300 days closer to victory!🇺🇦 #SlavaUkraini",['Russia'],"['terrorist state', 'has caused irreparable losses and destruction']",DE
1515382181283209218,"The whole world has been witnessing the brutal russian invasion to Ukraine. Meanwhile, @thetimes @tomfball have given a floor to a so-called ""expert"" who names it ""a civil war"". Unbelievable😓","['thetimes', 'tomfball']",['brutal russian invasion to Ukraine'],DE
1579439304707014656,The world once again saw the true face of a terrorist state that is killing our people. On the battlefield & in peaceful cities. A country that covers its true bloody essence & goal with talks about peace. It proves that the liberation of 🇺🇦 is the only basis of peace & security.,['a terrorist state'],"['killing our people', 'covers its true bloody essence & goal with talks about peace']",DE
1619028907445092352,Many in the West praise Russian opposition leader #Navalny and the Oscar-nominated documentary about him. But there’s something else to remember: Being anti-Putin doesn’t negate Navalny’s imperialist and chauvinist views. Let’s take a look at specific examples in this thread 🧵,['Navalny'],['imperialist and chauvinist views'],DE
1546150356811390983,"In an absurd and transparent attempt to justify their unprovoked invasion, Russia's UN delegation will host an event on neo-Nazism in Ukraine. Blatant Russian propaganda will fall on deaf ears. The world knows that denazification is needed in Moscow, not Kyiv. #StandWithUkraine",['Russia'],"['absurd and transparent attempt to justify their unprovoked invasion', 'Blatant Russian propaganda']",DE
1512371986210689024,"Russians knew that the train station in Kramatorsk was full of civilians waiting to be evacuated. Yet they stroke it with a ballistic missile, killing at least 30 and injuring at least a hundred people. This was a deliberate slaughter. We will bring each war criminal to justice.",['Russians'],['deliberate slaughter'],DE
1510547460875243529,"Bucha massacre was deliberate. Russians aim to eliminate as many Ukrainians as they can. We must stop them and kick them out. I demand new devastating G7 sanctions NOW: -Oil, gas, coal embargo -Close all ports to Russian vessels and goods -Disconnect all Russian banks from SWIFT",['Russians'],"['deliberate', 'aim to eliminate as many Ukrainians as they can']",DE
1507778642507669508,This Menora in Drobytskyi Yar near Kharkiv never threatened anyone. It commemorates the memory of over 15.000 Jews murdered by Nazis. Damaged by Russian shelling today. Why Russia keeps attacking Holocaust Memorials in Ukraine? I expect Israel to strongly condemn this barbarism.,['Russia'],['attacking Holocaust Memorials in Ukraine'],DE
1506745205600497678,"Today Ireland🇮🇪 abstained on #Russia's resolution on the humanitarian situation in #Ukraine. The proposed text was a cynical abuse of the multilateral system. If Russia wishes to relieve the suffering of the Ukrainian people, it can do so - by ending the war now.",['Russia'],['cynical abuse of the multilateral system'],DE
1620908834838691851,Kramatorsk. Russian terrorists have hit the city with a ballistic missile leading to civilian casualties. Some people are still under the rubble. No goal other than terror. The only way to stop Russian terrorism is to defeat it. By tanks. Fighter jets. Long-range missiles.,['Russian'],"['terrorists', 'terrorism']",DE
1573366946573455361,"Suffering defeats from the 🇺🇦 Armed Forces on the battlefield, rf troops resorted to terrorist methods and launched missile strikes at ☢️, thermal power plants and dams 💧 in Ukraine, intentionally polluting the #environment",['rf troops'],['resorted to terrorist methods and launched missile strikes at '],DE
1562516375356076033,"Terrorist Russia keeps killing Ukrainian civilians. At least 15 killed in a Russian missile strike on a train station in Chaplyne, Dnipropetrovsk region. As @ZelenskyyUa stressed at UNSC: terrorist Russia must be stopped now before it kills more people in Ukraine and beyond.",['Russia'],['Terrorist'],DE
1562124244041056256,"#ODEDGUAM SG A.Efendiev at @crimeaplatform: Congratulate #Ukraine on two national holidays. This year, these holidays are being celebrated by repulsing on a battlefield of the unjustified and provoked aggression by RF, initiated on the 24th of February.",['RF'],"['aggression by RF, initiated on the 24th of February']",DE
1530088259388309504,"rf is using nuclear, environmental, and food terror, which threatens the security of Europe and the world. Read more about the #environmental damage caused by the rf invasion of 🇺🇦 at",['rf'],"['using nuclear, environmental, and food terror, which threatens the security of Europe and the world']",DE
1526838218028621830,"Today, 78 years ago, Soviet authorities forcibly deported the entire Crimean Tatar population from their homeland in Crimea. We remember the thousands of innocents who lost their lives and suffered greatly due to Soviet actions. 1/2",['Soviet'],"['forcibly deported the entire Crimean Tatar population', 'thousands of innocents who lost their lives and suffered greatly due to Soviet actions']",DE
1519620975540817921,"We can't forget the fate of the people of #Crimea. #ServerMustafaiev, father of 4, #CrimeanSolidarity coordinator, illegally jailed for 14 years, is being transferred to 🇷🇺 colony. Be it Putin, Stalin or a tsar, #Russia repeats its crimes. Moscow's imperialism must end forever.","['Russia', 'Putin']","['illegally jailed for 14 years', 'repeats its crimes']",DE
1512434137872883717,"Visited #Bucha. Showed @Vonderleyen, @JosepBorrellF @eduardheger the atrocities committed by the russian military troops against civilian 🇺🇦. We will never forgive the enemy for these crimes. We are working together with our 🇪🇺 partners to stop the aggressor as soon as possible.",['russian military troops'],['atrocities committed by the russian military troops against civilian'],DE
1510597482597736458,"Bucha massacre proves that Russian hatred towards Ukrainians is beyond anything Europe has seen since WWII. The only way to stop this: help Ukraine kick Russians out as soon as possible. Partners know our needs. Tanks, combat aircraft, heavy air defense systems. Provide them NOW.",['Russian'],['hatred towards Ukrainians is beyond anything Europe has seen since WWII'],DE
1508050539887669255,"Apparently, job losses in Russia are more important than the loss of life in Ukraine. If Auchan ignores 139 Ukrainian children murdered during this month of Russian invasion, let us ignore Auchan and all their products. Boycott @AUCHAN_France @alcampo @Leroymerlinfr @Decathlon",['Auchan'],"['job losses in Russia are more important than the loss of life in Ukraine', 'ignores 139 Ukrainian children murdered during this month of Russian invasion']",DE
1507633306606653443,"By refusing to end business activities in Russia, Auchan Holding makes a conscious choice to further sponsor Russian atrocities in Ukraine and make blood profits. I call on all customers and partners around the globe to boycott @AUCHAN_France @alcampo @Leroymerlinfr @Decathlon",['Auchan Holding'],['sponsor Russian atrocities in Ukraine and make blood profits'],DE
1502357027934416897,"Besieged Mariupol is now the worst humanitarian catastrophe on the planet. 1582 dead civilians in 12 days, even buried in mass graves like this one. Unable to defeat the Ukrainian Army, Putin bombs the unarmed, blocks humanitarian aid. We need planes to stop Russian war crimes!",['Putin'],"['Unable to defeat the Ukrainian Army', 'bombs the unarmed', 'blocks humanitarian aid']",DE
1500015549291679744,"Russia shifts to ugly tactics aimed at maximum civilian damage: bombs residential areas and critical infrastructure, threatens nuclear facilities. Sanctions must increase. Ban Sberbank from SWIFT. Oil embargo. Close ports for Russian ships. Close crypto loopholes. Cut all ties.",['Russia'],"['shifts to ugly tactics aimed at maximum civilian damage', 'bombs residential areas and critical infrastructure', 'threatens nuclear facilities']",DE
1499405936322134018,"Each time when Russian liars say they don’t drop bombs on Ukrainian cities, show this photo of a residential apartment building in Borodyanka, Kyiv region. Russians bombed the town for two days, killing many civilians. Stop barbaric Russia now. Close Ukrainian sky. Act now!",['Russian'],"['liars', ' Ukrainian cities', 'bombed the town for two days, killing many civilians']",DE
1498912341060165635,"Putin is at war with children. In Ukraine, where his missiles hit kindergartens and orphanages, and also in Russia. 7 y.o. David and Sofia, 9 y.o. Matvey, 11 y.o. Gosha and Liza spent this night behind bars in Moscow for their ‘NO TO WAR’ posters. This is how scared the man is.",['Putin'],"['at war with children', 'his missiles hit kindergartens and orphanages', '7 y.o. David and Sofia, 9 y.o. Matvey, 11 y.o. Gosha and Liza spent this night behind bars in Moscow for their ']",DE
